,Cell type,X location,Y location,Z location
2993,Pyr in SP layer,240,896,322
2994,Pyr in SP layer,392,136,298
2995,Pyr in SP layer,296,208,306
2996,Pyr in SP layer,168,968,314
2997,Pyr in SP layer,80,776,290
2998,Pyr in SP layer,120,40,298
2999,Pyr in SP layer,120,856,290
3000,Pyr in SP layer,392,616,306
3001,Pyr in SP layer,376,32,290
3002,Pyr in SP layer,384,416,290
3003,Pyr in SP layer,208,152,314
3004,Pyr in SP layer,40,584,298
3005,Pyr in SP layer,16,320,290
3006,Pyr in SP layer,168,856,314
3007,Pyr in SP layer,16,176,306
3008,Pyr in SP layer,392,840,298
3009,Pyr in SP layer,312,328,298
3010,Pyr in SP layer,328,152,314
3011,Pyr in SP layer,304,704,322
3012,Pyr in SP layer,168,960,306
3013,Pyr in SP layer,56,40,298
3014,Pyr in SP layer,48,408,290
3015,Pyr in SP layer,224,176,298
3016,Pyr in SP layer,208,112,314
3017,Pyr in SP layer,160,24,322
3018,Pyr in SP layer,104,640,306
3019,Pyr in SP layer,48,392,314
3020,Pyr in SP layer,264,248,298
3021,Pyr in SP layer,136,320,298
3022,Pyr in SP layer,32,112,314
3023,Pyr in SP layer,320,304,306
3024,Pyr in SP layer,280,952,306
3025,Pyr in SP layer,64,336,314
3026,Pyr in SP layer,72,640,306
3027,Pyr in SP layer,160,464,322
3028,Pyr in SP layer,208,392,290
3029,Pyr in SP layer,392,88,322
3030,Pyr in SP layer,304,784,290
3031,Pyr in SP layer,32,312,306
3032,Pyr in SP layer,392,616,290
3033,Pyr in SP layer,8,568,306
3034,Pyr in SP layer,392,664,306
3035,Pyr in SP layer,392,416,306
3036,Pyr in SP layer,336,504,322
3037,Pyr in SP layer,376,928,290
3038,Pyr in SP layer,232,16,290
3039,Pyr in SP layer,128,568,290
3040,Pyr in SP layer,224,1000,290
3041,Pyr in SP layer,392,8,306
3042,Pyr in SP layer,384,680,322
3043,Pyr in SP layer,32,920,298
3044,Pyr in SP layer,152,296,306
3045,Pyr in SP layer,0,96,306
3046,Pyr in SP layer,24,456,306
3047,Pyr in SP layer,344,360,306
3048,Pyr in SP layer,192,560,314
3049,Pyr in SP layer,208,680,322
3050,Pyr in SP layer,232,864,314
3051,Pyr in SP layer,400,320,322
3052,Pyr in SP layer,136,656,290
3053,Pyr in SP layer,400,696,298
3054,Pyr in SP layer,360,304,314
3055,Pyr in SP layer,40,464,306
3056,Pyr in SP layer,400,328,306
3057,Pyr in SP layer,160,128,306
3058,Pyr in SP layer,16,352,314
3059,Pyr in SP layer,96,408,298
3060,Pyr in SP layer,72,616,314
3061,Pyr in SP layer,120,368,298
3062,Pyr in SP layer,192,216,290
3063,Pyr in SP layer,392,560,298
3064,Pyr in SP layer,112,176,306
3065,Pyr in SP layer,96,64,298
3066,Pyr in SP layer,8,624,306
3067,Pyr in SP layer,344,848,290
3068,Pyr in SP layer,88,656,314
3069,Pyr in SP layer,176,808,314
3070,Pyr in SP layer,344,384,290
3071,Pyr in SP layer,64,104,322
3072,Pyr in SP layer,176,344,314
3073,Pyr in SP layer,16,544,322
3074,Pyr in SP layer,320,72,290
3075,Pyr in SP layer,312,928,290
3076,Pyr in SP layer,224,400,322
3077,Pyr in SP layer,208,232,314
3078,Pyr in SP layer,56,304,322
3079,Pyr in SP layer,384,920,290
3080,Pyr in SP layer,176,480,290
3081,Pyr in SP layer,280,88,290
3082,Pyr in SP layer,360,848,314
3083,Pyr in SP layer,312,592,290
3084,Pyr in SP layer,8,152,290
3085,Pyr in SP layer,376,416,290
3086,Pyr in SP layer,328,392,314
3087,Pyr in SP layer,16,152,322
3088,Pyr in SP layer,40,760,322
3089,Pyr in SP layer,304,760,322
3090,Pyr in SP layer,272,144,314
3091,Pyr in SP layer,96,104,298
3092,Pyr in SP layer,80,952,290
3093,Pyr in SP layer,128,400,298
3094,Pyr in SP layer,216,784,314
3095,Pyr in SP layer,88,312,322
3096,Pyr in SP layer,64,928,314
3097,Pyr in SP layer,144,400,298
3098,Pyr in SP layer,64,816,314
3099,Pyr in SP layer,248,56,290
3100,Pyr in SP layer,144,888,298
3101,Pyr in SP layer,24,728,298
3102,Pyr in SP layer,40,352,322
3103,Pyr in SP layer,144,800,306
3104,Pyr in SP layer,216,360,298
3105,Pyr in SP layer,8,520,298
3106,Pyr in SP layer,0,40,290
3107,Pyr in SP layer,392,600,290
3108,Pyr in SP layer,200,880,306
3109,Pyr in SP layer,96,48,298
3110,Pyr in SP layer,24,248,306
3111,Pyr in SP layer,200,8,322
3112,Pyr in SP layer,192,832,306
3113,Pyr in SP layer,288,784,306
3114,Pyr in SP layer,328,152,290
3115,Pyr in SP layer,24,800,298
3116,Pyr in SP layer,136,200,322
3117,Pyr in SP layer,208,640,322
3118,Pyr in SP layer,344,936,290
3119,Pyr in SP layer,352,896,290
3120,Pyr in SP layer,56,232,322
3121,Pyr in SP layer,144,912,322
3122,Pyr in SP layer,216,952,306
3123,Pyr in SP layer,264,928,314
3124,Pyr in SP layer,304,256,314
3125,Pyr in SP layer,344,296,314
3126,Pyr in SP layer,256,32,290
3127,Pyr in SP layer,0,32,290
3128,Pyr in SP layer,296,544,298
3129,Pyr in SP layer,304,464,290
3130,Pyr in SP layer,24,640,314
3131,Pyr in SP layer,240,88,322
3132,Pyr in SP layer,176,512,322
3133,Pyr in SP layer,160,760,314
3134,Pyr in SP layer,0,128,306
3135,Pyr in SP layer,136,128,290
3136,Pyr in SP layer,72,552,290
3137,Pyr in SP layer,264,384,290
3138,Pyr in SP layer,312,520,306
3139,Pyr in SP layer,96,840,298
3140,Pyr in SP layer,312,72,290
3141,Pyr in SP layer,240,760,306
3142,Pyr in SP layer,384,224,306
3143,Pyr in SP layer,184,888,290
3144,Pyr in SP layer,112,704,298
3145,Pyr in SP layer,376,800,306
3146,Pyr in SP layer,304,104,322
3147,Pyr in SP layer,96,456,290
3148,AAC in SP layer,120,112,314
3149,AAC in SP layer,360,896,298
3150,AAC in SP layer,104,0,306
3151,AAC in SP layer,40,848,314
3152,AAC in SP layer,216,792,290
3153,AAC in SP layer,152,88,314
3154,AAC in SP layer,208,984,306
3155,AAC in SP layer,384,992,306
3156,AAC in SP layer,320,848,314
3157,AAC in SP layer,0,656,298
3158,PV in SP layer,376,912,322
3159,PV in SP layer,224,928,314
3160,PV in SP layer,160,248,322
3161,PV in SP layer,232,888,298
3162,PV in SP layer,240,576,298
3163,PV in SP layer,0,72,322
3164,PV in SP layer,352,152,322
3165,PV in SP layer,136,848,298
3166,PV in SP layer,112,968,290
3167,PV in SP layer,152,464,314
3168,PV in SP layer,360,560,314
3169,PV in SP layer,240,872,306
3170,PV in SP layer,264,32,298
3171,PV in SP layer,80,712,322
3172,PV in SP layer,360,888,322
3173,PV in SP layer,168,424,306
3174,PV in SP layer,120,216,314
3175,PV in SP layer,248,24,322
3176,PV in SP layer,128,608,322
3177,PV in SP layer,288,344,314
3178,PV in SP layer,112,216,298
3179,PV in SP layer,296,448,298
3180,PV in SP layer,184,368,314
3181,PV in SP layer,88,288,290
3182,PV in SP layer,136,184,322
3183,PV in SP layer,352,520,306
3184,PV in SP layer,56,312,322
3185,PV in SP layer,40,640,322
3186,PV in SP layer,248,168,314
3187,PV in SP layer,120,448,322
3188,PV in SP layer,112,976,290
3189,PV in SP layer,184,736,314
3190,PV in SP layer,112,24,322
3191,PV in SP layer,344,576,290
3192,PV in SP layer,96,368,290
3193,PV in SP layer,56,696,322
3194,PV in SP layer,312,328,306
3195,PV in SP layer,360,816,298
3196,PV in SP layer,352,728,298
3197,AAC in SR layer,80,960,180
3198,PV in SR layer,140,1000,140
3199,PV in SR layer,100,500,240
3200,PV in SR layer,260,0,220
